name,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Queen Alexandra Range 99717,Valid,LL5,5.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99718,Valid,LL5,2.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99719,Valid,LL5,2.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99720,Valid,LL5,23.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99721,Valid,LL5,14.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99722,Valid,LL5,15.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99723,Valid,L6,7.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99724,Valid,L5,3.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99725,Valid,LL5,2.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99726,Valid,LL5,2.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99727,Valid,LL5,0.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99728,Valid,LL5,0.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99729,Valid,LL5,0.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99730,Valid,H5,7.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99731,Valid,LL5,12.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99732,Valid,LL5,3.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99733,Valid,LL5,9.6,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99734,Valid,LL5,10.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99735,Valid,LL5,18.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99736,Valid,LL5,5.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99737,Valid,LL5,4.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99738,Valid,LL5,6.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99739,Valid,LL5,4.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99740,Valid,L6,2.35,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99741,Valid,LL5,4.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99742,Valid,LL5,0.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99743,Valid,LL5,0.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99744,Valid,L5,1.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99745,Valid,LL5,1.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99746,Valid,LL5,3.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99747,Valid,L5,3.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99748,Valid,LL5,1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99749,Valid,LL5,2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99750,Valid,LL5,0.51,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99751,Valid,LL5,1.25,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99752,Valid,CM2,1.38,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99753,Valid,LL5,3.52,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99754,Valid,LL6,0.62,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99755,Valid,L6,0.98,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99756,Valid,LL5,2.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99757,Valid,LL5,1.49,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99758,Valid,LL5,0.45,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99759,Valid,LL5,1.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99760,Valid,H5,3.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99761,Valid,LL5,5.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99762,Valid,LL5,6.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99763,Valid,LL5,1.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99764,Valid,LL5,1.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99765,Valid,LL5,5.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99766,Valid,LL5,2.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99767,Valid,LL5,1.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99768,Valid,LL5,1.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99769,Valid,LL5,2.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99770,Valid,H5,2.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99771,Valid,L6,0.6,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99772,Valid,LL5,3.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99773,Valid,LL5,1.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99774,Valid,LL5,3.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99775,Valid,H4,3.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99776,Valid,H4,3.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99777,Valid,LL5,4.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99778,Valid,LL5,13.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99779,Valid,LL5,6.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99780,Valid,L5,136.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99781,Valid,L5,69.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99782,Valid,LL5,39.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99783,Valid,L5,34.51,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99784,Valid,LL5,49,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99785,Valid,LL5,24.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99786,Valid,LL6,96.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99787,Valid,LL5,33.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99788,Valid,LL5,15.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99789,Valid,H5,14.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99790,Valid,LL5,8.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99791,Valid,LL5,9.6,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99792,Valid,LL5,9.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99793,Valid,LL5,1.78,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99794,Valid,LL5,1.13,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99795,Valid,LL5,2.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99796,Valid,LL5,3.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99797,Valid,L5,1.12,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99798,Valid,LL5,2.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99799,Valid,Eucrite-br,8.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99800,Valid,LL5,15,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99801,Valid,LL5,2.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99802,Valid,LL5,3.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99803,Valid,LL5,2.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99804,Valid,LL5,2.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99805,Valid,LL5,1.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99806,Valid,LL5,1.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99807,Valid,LL5,22.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99808,Valid,LL5,13.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99809,Valid,LL5,3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99810,Valid,LL5,10.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99811,Valid,LL5,3.6,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99812,Valid,LL5,3.6,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99813,Valid,LL6,1.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99814,Valid,LL5,2.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99815,Valid,LL5,4.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99816,Valid,LL5,4.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99817,Valid,LL6,0.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99819,Valid,LL5,0.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99820,Valid,LL5,38.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99821,Valid,LL5,40.6,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99822,Valid,H5,23.35,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99823,Valid,LL5,42,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99824,Valid,LL5,22.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99825,Valid,L6,48.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99826,Valid,LL5,39.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99827,Valid,LL5,54.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99828,Valid,LL5,26,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99829,Valid,LL5,14.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99830,Valid,LL5,5.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99831,Valid,LL5,9.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99832,Valid,LL5,6.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99833,Valid,LL5,6.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99834,Valid,LL5,5.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99835,Valid,LL5,1.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99836,Valid,LL5,3.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99837,Valid,LL5,3.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99839,Valid,LL5,1.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99840,Valid,LL5,1.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99841,Valid,LL5,0.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99842,Valid,LL5,0.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99843,Valid,LL5,6.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99844,Valid,LL5,6.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99845,Valid,LL6,0.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99846,Valid,LL5,0.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99847,Valid,LL5,1.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99848,Valid,L5,17.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99849,Valid,LL5,14.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99850,Valid,L5,14.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99851,Valid,LL5,6,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99852,Valid,LL5,3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99853,Valid,LL5,3.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99854,Valid,LL5,1.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99855,Valid,LL5,12.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99856,Valid,LL5,2.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99857,Valid,LL5,13.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99858,Valid,LL5,28.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99859,Valid,LL5,1.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99860,Valid,LL5,1.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99861,Valid,LL5/6,3.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99862,Valid,LL5,23.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99863,Valid,LL5,15.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99864,Valid,LL5,3.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99865,Valid,LL5,33,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99866,Valid,LL5,4.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99867,Valid,H5,3.61,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99868,Valid,LL5,9.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99869,Valid,LL5,12.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99870,Valid,LL5,4.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99871,Valid,LL5,7.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99872,Valid,LL5,7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99873,Valid,LL5,7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99874,Valid,LL5,4.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99875,Valid,LL5,4.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99876,Valid,LL5,7.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99877,Valid,LL5,16.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99878,Valid,LL5,2.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99879,Valid,LL5,4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99880,Valid,LL5,5.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99881,Valid,LL5,7.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99882,Valid,H5,30.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99883,Valid,LL5,4.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99884,Valid,LL6,4.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99885,Valid,LL5,8.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99886,Valid,CM2,15.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99887,Valid,LL5,13.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99888,Valid,LL5,6.1,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99889,Valid,LL5,12.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99890,Valid,LL5,41.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99891,Valid,LL5,47,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99892,Valid,LL5,11.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99893,Valid,LL5,22.16,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99894,Valid,LL5,14.6,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99895,Valid,LL5,9.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99896,Valid,LL6,8.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99897,Valid,LL5,8.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99898,Valid,LL5,6.9,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99899,Valid,LL5,12.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99900,Valid,L5,11.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99901,Valid,LL5,7.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99902,Valid,LL5,1.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99903,Valid,LL5,1.3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99904,Valid,LL5,3.7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99905,Valid,LL5,7,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99906,Valid,LL5,3,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99907,Valid,LL5,3.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99908,Valid,LL5,3.2,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99909,Valid,LL5,1.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99910,Valid,LL5,1.4,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99911,Valid,LL5,0.5,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queen Alexandra Range 99912,Valid,LL5,0.8,Found,01/01/1999 12:00:00 AM,-84,168,"(-84.000000, 168.000000)"
Queretaro,Valid,H4,5000,Found,01/01/1971 12:00:00 AM,20.63333,-100.38333,"(20.633330, -100.383330)"
Quijingue,Valid,"Pallasite, PMG",59000,Found,01/01/1984 12:00:00 AM,-10.75,-39.21667,"(-10.750000, -39.216670)"
Quinn Canyon,Valid,"Iron, IIIAB",1450000,Found,01/01/1908 12:00:00 AM,38.08333,-115.53333,"(38.083330, -115.533330)"
Quinyambie,Valid,LL3.6,1638,Found,01/01/1968 12:00:00 AM,-30.15,140.98333,"(-30.150000, 140.983330)"
Qulumat Nadqan 001,Valid,L3.7,13901,Found,01/01/2008 12:00:00 AM,23.14302,49.53252,"(23.143020, 49.532520)"
Rabbit Dry Lake,Valid,L6,20,Found,01/01/2000 12:00:00 AM,34.44567,-117.01083,"(34.445670, -117.010830)"
Rabbit Flat,Valid,H6,295,Found,01/01/1974 12:00:00 AM,-20.36667,130.11667,"(-20.366670, 130.116670)"
Rafrüti,Valid,"Iron, ungrouped",18200,Found,01/01/1886 12:00:00 AM,47,7.83333,"(47.000000, 7.833330)"
Ragged Top,Valid,H4,122.7,Found,01/01/1997 12:00:00 AM,32.44667,-111.34667,"(32.446670, -111.346670)"
Ragland,Valid,LL3.4,12100,Found,01/01/1982 12:00:00 AM,34.76778,-103.55,"(34.767780, -103.550000)"
Ragland Hill,Valid,H5,11800,Found,01/01/1980 12:00:00 AM,34.78333,-103.66667,"(34.783330, -103.666670)"
Raguli,Valid,H3.8,4239,Found,01/01/1972 12:00:00 AM,45.7,43.7,"(45.700000, 43.700000)"
Rainbow,Valid,CO3.2,1553,Found,01/01/1994 12:00:00 AM,-35.90667,141.855,"(-35.906670, 141.855000)"
Rakity,Valid,L3,11400,Found,01/01/1971 12:00:00 AM,51.8,79.9,"(51.800000, 79.900000)"
Ramlat al Wahibah 001,Valid,H4/5,75.7,Found,01/01/2006 12:00:00 AM,21.37115,58.4071,"(21.371150, 58.407100)"
Ramlat al Wahibah 002,Valid,H4/5,475.15,Found,01/01/2006 12:00:00 AM,21.3703,58.40793,"(21.370300, 58.407930)"
Ramlat al Wahibah 003,Valid,H4/5,95.44,Found,01/01/2006 12:00:00 AM,21.34845,58.40785,"(21.348450, 58.407850)"
Ramlat al Wahibah 004,Valid,H4/5,43.83,Found,01/01/2006 12:00:00 AM,21.34823,58.4079,"(21.348230, 58.407900)"
